ward,crime_type,month,crime_count
Naupada,Theft,2023-10,1
Naupada,Theft,2024-06,2
Naupada,Theft,2025-01,1
Naupada,Theft,2025-08,1
Panchpakhadi,Assault,2018-01,1
Panchpakhadi,Assault,2018-03,2
Panchpakhadi,Assault,2019-10,2
Panchpakhadi,Assault,2019-11,1
Panchpakhadi,Assault,2020-01,1
Panchpakhadi,Assault,2020-07,2
Panchpakhadi,Assault,2020-09,1
Panchpakhadi,Assault,2020-11,1
Panchpakhadi,Assault,2020-12,1
Panchpakhadi,Assault,2021-04,1
Panchpakhadi,Assault,2021-05,1
Panchpakhadi,Assault,2022-03,1
Panchpakhadi,Assault,2022-06,1
Panchpakhadi,Assault,2022-08,3
Panchpakhadi,Assault,2022-12,1
Panchpakhadi,Assault,2023-01,2
Panchpakhadi,Assault,2023-04,1
Panchpakhadi,Assault,2023-07,1
Panchpakhadi,Assault,2024-07,1
Panchpakhadi,Assault,2024-09,2
Panchpakhadi,Assault,2024-12,1
Panchpakhadi,Assault,2025-08,1
Panchpakhadi,Assault,2025-12,1
Panchpakhadi,Burglary,2023-02,2
Panchpakhadi,Burglary,2024-07,1
Panchpakhadi,Cheating,2018-12,1
Panchpakhadi,Cheating,2019-01,1
Panchpakhadi,Cheating,2019-06,1
Panchpakhadi,Cheating,2019-11,1
Panchpakhadi,Cheating,2020-01,1
Panchpakhadi,Cheating,2020-05,2
Panchpakhadi,Cheating,2020-07,2
Panchpakhadi,Cheating,2020-08,1
Panchpakhadi,Cheating,2020-10,1
Panchpakhadi,Cheating,2020-11,2
Panchpakhadi,Cheating,2020-12,1
Panchpakhadi,Cheating,2021-09,1
Panchpakhadi,Cheating,2022-07,2
Panchpakhadi,Cheating,2022-09,2
Panchpakhadi,Cheating,2022-10,1
Panchpakhadi,Cheating,2023-02,1
Panchpakhadi,Cheating,2023-03,1
Panchpakhadi,Cheating,2024-04,1
Panchpakhadi,Cheating,2024-05,2
Panchpakhadi,Cheating,2024-06,3
Panchpakhadi,Cheating,2024-11,1
Panchpakhadi,Cheating,2025-02,1
Panchpakhadi,Cheating,2025-03,1
Panchpakhadi,Cheating,2025-11,1
Panchpakhadi,Cybercrime,2020-01,1
Panchpakhadi,Cybercrime,2020-03,1
Panchpakhadi,Cybercrime,2020-10,2
Panchpakhadi,Cybercrime,2022-03,1
Panchpakhadi,Cybercrime,2022-04,1
Panchpakhadi,Cybercrime,2022-05,1
Panchpakhadi,Cybercrime,2022-06,1
Panchpakhadi,Cybercrime,2023-02,1
Panchpakhadi,Cybercrime,2023-06,1
Panchpakhadi,Cybercrime,2023-09,1
Panchpakhadi,Cybercrime,2024-03,1
Panchpakhadi,Cybercrime,2024-07,1
Panchpakhadi,Domestic Violence,2019-01,1
Panchpakhadi,Domestic Violence,2019-12,1
Panchpakhadi,Domestic Violence,2020-06,1
Panchpakhadi,Domestic Violence,2020-08,1
Panchpakhadi,Domestic Violence,2020-10,1
Panchpakhadi,Domestic Violence,2021-04,1
Panchpakhadi,Domestic Violence,2021-10,2
Panchpakhadi,Domestic Violence,2022-05,1
Panchpakhadi,Domestic Violence,2022-06,1
Panchpakhadi,Domestic Violence,2023-06,1
Panchpakhadi,Domestic Violence,2023-09,2
Panchpakhadi,Domestic Violence,2024-08,1
Panchpakhadi,Domestic Violence,2024-11,1
Panchpakhadi,Domestic Violence,2024-12,1
Panchpakhadi,Domestic Violence,2025-01,1
Panchpakhadi,Domestic Violence,2025-04,1
Panchpakhadi,Domestic Violence,2025-07,1
Panchpakhadi,Drug Offense,2019-04,1
Panchpakhadi,Drug Offense,2020-10,1
Panchpakhadi,Drug Offense,2021-06,1
Panchpakhadi,Drug Offense,2022-09,1
Panchpakhadi,Drug Offense,2022-10,1
Panchpakhadi,Drug Offense,2023-03,1
Panchpakhadi,Drug Offense,2023-04,1
Panchpakhadi,Drug Offense,2023-06,1
Panchpakhadi,Drug Offense,2025-01,1
Panchpakhadi,Fraud,2018-04,1
Panchpakhadi,Fraud,2018-06,1
Panchpakhadi,Fraud,2018-11,1
Panchpakhadi,Fraud,2019-03,1
Panchpakhadi,Fraud,2019-06,1
Panchpakhadi,Fraud,2019-10,1
Panchpakhadi,Fraud,2019-11,1
Panchpakhadi,Fraud,2020-06,1
Panchpakhadi,Fraud,2020-11,1
Panchpakhadi,Fraud,2021-04,1
Panchpakhadi,Fraud,2021-11,1
Panchpakhadi,Fraud,2022-02,1
Panchpakhadi,Fraud,2022-05,3
Panchpakhadi,Fraud,2022-10,1
Panchpakhadi,Fraud,2023-02,1
Panchpakhadi,Fraud,2023-03,1
Panchpakhadi,Fraud,2023-05,1
Panchpakhadi,Fraud,2024-01,1
Panchpakhadi,Fraud,2024-02,1
Panchpakhadi,Fraud,2024-07,1
Panchpakhadi,Fraud,2024-08,1
Panchpakhadi,Fraud,2024-12,2
Panchpakhadi,Fraud,2025-05,1
Panchpakhadi,Fraud,2025-06,1
Panchpakhadi,Fraud,2025-12,1
Panchpakhadi,Kidnapping,2019-07,1
Panchpakhadi,Kidnapping,2019-09,1
Panchpakhadi,Kidnapping,2019-11,1
Panchpakhadi,Kidnapping,2019-12,1
Panchpakhadi,Kidnapping,2020-01,1
Panchpakhadi,Kidnapping,2020-03,1
Panchpakhadi,Kidnapping,2020-07,1
Panchpakhadi,Kidnapping,2020-09,1
Panchpakhadi,Kidnapping,2020-10,1
Panchpakhadi,Kidnapping,2021-01,2
Panchpakhadi,Kidnapping,2021-05,1
Panchpakhadi,Kidnapping,2021-08,2
Panchpakhadi,Kidnapping,2022-01,2
Panchpakhadi,Kidnapping,2022-05,1
Panchpakhadi,Kidnapping,2022-09,1
Panchpakhadi,Kidnapping,2023-01,1
Panchpakhadi,Kidnapping,2023-04,1
Panchpakhadi,Kidnapping,2023-12,2
Panchpakhadi,Kidnapping,2024-08,1
Panchpakhadi,Kidnapping,2024-12,1
Panchpakhadi,Kidnapping,2025-04,1
Panchpakhadi,Kidnapping,2025-07,1
Panchpakhadi,Murder,2018-06,1
Panchpakhadi,Murder,2018-07,1
Panchpakhadi,Murder,2018-10,1
Panchpakhadi,Murder,2020-07,1
Panchpakhadi,Murder,2021-05,1
Panchpakhadi,Murder,2021-07,3
Panchpakhadi,Murder,2021-08,1
Panchpakhadi,Murder,2021-11,2
Panchpakhadi,Murder,2022-03,1
Panchpakhadi,Murder,2022-06,1
Panchpakhadi,Murder,2022-11,1
Panchpakhadi,Murder,2023-02,1
Panchpakhadi,Murder,2023-04,1
Panchpakhadi,Murder,2023-10,1
Panchpakhadi,Murder,2023-11,1
Panchpakhadi,Murder,2025-08,1
Panchpakhadi,Robbery,2018-03,1
Panchpakhadi,Robbery,2018-04,1
Panchpakhadi,Robbery,2018-05,1
Panchpakhadi,Robbery,2018-06,1
Panchpakhadi,Robbery,2018-08,1
Panchpakhadi,Robbery,2018-10,2
Panchpakhadi,Robbery,2018-12,1
Panchpakhadi,Robbery,2019-05,2
Panchpakhadi,Robbery,2019-10,1
Panchpakhadi,Robbery,2019-11,1
Panchpakhadi,Robbery,2020-07,1
Panchpakhadi,Robbery,2020-12,1
Panchpakhadi,Robbery,2021-03,1
Panchpakhadi,Robbery,2021-06,1
Panchpakhadi,Robbery,2021-08,1
Panchpakhadi,Robbery,2021-12,1
Panchpakhadi,Robbery,2022-03,1
Panchpakhadi,Robbery,2022-08,1
Panchpakhadi,Robbery,2022-09,1
Panchpakhadi,Robbery,2023-03,1
Panchpakhadi,Robbery,2024-02,1
Panchpakhadi,Robbery,2024-08,1
Panchpakhadi,Robbery,2024-10,1
Panchpakhadi,Robbery,2025-01,1
Panchpakhadi,Robbery,2025-02,1
Panchpakhadi,Robbery,2025-05,1
Panchpakhadi,Robbery,2025-08,1
Panchpakhadi,Theft,2018-04,1
Panchpakhadi,Theft,2019-02,1
Panchpakhadi,Theft,2019-09,1
Panchpakhadi,Theft,2019-12,1
Panchpakhadi,Theft,2020-07,2
Panchpakhadi,Theft,2020-10,1
Panchpakhadi,Theft,2021-11,4
Panchpakhadi,Theft,2022-02,1
Panchpakhadi,Theft,2022-08,1
Panchpakhadi,Theft,2022-11,1
Panchpakhadi,Theft,2023-04,2
Panchpakhadi,Theft,2023-06,3
Panchpakhadi,Theft,2023-11,1
Panchpakhadi,Theft,2024-01,1
Panchpakhadi,Theft,2024-04,2
Panchpakhadi,Theft,2024-06,1
Panchpakhadi,Theft,2024-07,1
Panchpakhadi,Theft,2024-08,1
Panchpakhadi,Theft,2024-11,1
Panchpakhadi,Theft,2025-04,1
Panchpakhadi,Theft,2025-06,2
Panchpakhadi,Theft,2025-08,1
Patlipada,Assault,2019-04,1
Patlipada,Assault,2019-05,1
Patlipada,Assault,2019-11,1
Patlipada,Assault,2021-04,1
Patlipada,Assault,2021-05,1
Patlipada,Assault,2021-09,1
Patlipada,Assault,2022-01,1
Patlipada,Assault,2022-05,1
Patlipada,Assault,2022-08,1
Patlipada,Assault,2023-03,1
Patlipada,Assault,2023-07,1
Patlipada,Assault,2023-08,1
Patlipada,Assault,2023-10,1
Patlipada,Assault,2024-09,2
Patlipada,Assault,2024-10,1
Patlipada,Assault,2025-05,1
Patlipada,Assault,2025-12,1
Patlipada,Cheating,2018-01,1
Patlipada,Cheating,2019-03,1
Patlipada,Cheating,2020-07,1
Patlipada,Cheating,2020-08,1
Patlipada,Cheating,2020-10,1
Patlipada,Cheating,2021-03,1
Patlipada,Cheating,2021-05,1
Patlipada,Cheating,2022-02,1
Patlipada,Cheating,2022-06,3
Patlipada,Cheating,2022-09,1
Patlipada,Cheating,2022-10,1
Patlipada,Cheating,2023-08,1
Patlipada,Cheating,2023-12,1
Patlipada,Cheating,2024-03,1
Patlipada,Cheating,2024-05,1
Patlipada,Cheating,2024-07,1
Patlipada,Cheating,2024-11,1
Patlipada,Cheating,2025-07,1
Patlipada,Cheating,2025-10,1
Patlipada,Cybercrime,2019-01,1
Patlipada,Cybercrime,2019-05,1
Patlipada,Cybercrime,2019-06,2
Patlipada,Cybercrime,2019-09,1
Patlipada,Cybercrime,2021-01,1
Patlipada,Cybercrime,2022-11,1
Patlipada,Cybercrime,2023-07,1
Patlipada,Cybercrime,2023-09,1
Patlipada,Cybercrime,2023-11,2
Patlipada,Cybercrime,2024-06,1
Patlipada,Cybercrime,2024-10,1
Patlipada,Cybercrime,2024-12,1
Patlipada,Cybercrime,2025-02,1
Patlipada,Domestic Violence,2018-01,1
Patlipada,Domestic Violence,2018-05,1
Patlipada,Domestic Violence,2018-07,1
Patlipada,Domestic Violence,2018-12,1
Patlipada,Domestic Violence,2019-01,1
Patlipada,Domestic Violence,2019-10,1
Patlipada,Domestic Violence,2020-05,1
Patlipada,Domestic Violence,2020-11,1
Patlipada,Domestic Violence,2021-02,2
Patlipada,Domestic Violence,2021-09,1
Patlipada,Domestic Violence,2022-05,1
Patlipada,Domestic Violence,2023-02,1
Patlipada,Domestic Violence,2023-06,1
Patlipada,Domestic Violence,2023-07,1
Patlipada,Domestic Violence,2024-03,1
Patlipada,Domestic Violence,2024-04,1
Patlipada,Domestic Violence,2024-11,3
Patlipada,Domestic Violence,2024-12,1
Patlipada,Domestic Violence,2025-05,1
Patlipada,Domestic Violence,2025-06,1
Patlipada,Drug Offense,2018-02,1
Patlipada,Drug Offense,2018-03,1
Patlipada,Drug Offense,2018-08,1
Patlipada,Drug Offense,2018-09,1
Patlipada,Drug Offense,2019-12,1
Patlipada,Drug Offense,2020-05,1
Patlipada,Drug Offense,2021-01,2
Patlipada,Drug Offense,2021-03,1
Patlipada,Drug Offense,2021-09,1
Patlipada,Drug Offense,2021-10,1
Patlipada,Drug Offense,2022-02,1
Patlipada,Drug Offense,2022-05,1
Patlipada,Drug Offense,2022-08,1
Patlipada,Drug Offense,2022-09,1
Patlipada,Drug Offense,2022-11,1
Patlipada,Drug Offense,2023-01,1
Patlipada,Drug Offense,2023-03,1
Patlipada,Drug Offense,2023-07,1
Patlipada,Drug Offense,2023-08,2
Patlipada,Drug Offense,2024-03,2
Patlipada,Drug Offense,2025-01,1
Patlipada,Drug Offense,2025-05,2
Patlipada,Drug Offense,2025-07,1
Patlipada,Drug Offense,2025-09,1
Patlipada,Fraud,2018-01,1
Patlipada,Fraud,2018-08,2
Patlipada,Fraud,2018-09,4
Patlipada,Fraud,2018-12,1
Patlipada,Fraud,2019-02,1
Patlipada,Fraud,2019-03,1
Patlipada,Fraud,2019-07,1
Patlipada,Fraud,2021-01,1
Patlipada,Fraud,2021-02,1
Patlipada,Fraud,2021-06,1
Patlipada,Fraud,2021-11,1
Patlipada,Fraud,2022-06,1
Patlipada,Fraud,2022-07,1
Patlipada,Fraud,2022-08,1
Patlipada,Fraud,2022-11,1
Patlipada,Fraud,2023-04,1
Patlipada,Fraud,2023-06,1
Patlipada,Fraud,2023-11,1
Patlipada,Fraud,2024-09,1
Patlipada,Fraud,2025-08,2
Patlipada,Fraud,2025-09,1
Patlipada,Kidnapping,2018-02,2
Patlipada,Kidnapping,2018-06,1
Patlipada,Kidnapping,2018-07,1
Patlipada,Kidnapping,2019-03,1
Patlipada,Kidnapping,2019-12,1
Patlipada,Kidnapping,2020-01,2
Patlipada,Kidnapping,2020-10,1
Patlipada,Kidnapping,2020-11,1
Patlipada,Kidnapping,2021-07,1
Patlipada,Kidnapping,2021-11,1
Patlipada,Kidnapping,2023-03,1
Patlipada,Kidnapping,2023-05,1
Patlipada,Kidnapping,2023-07,1
Patlipada,Kidnapping,2024-08,1
Patlipada,Kidnapping,2025-04,1
Patlipada,Kidnapping,2025-08,2
Patlipada,Murder,2018-01,1
Patlipada,Murder,2018-05,1
Patlipada,Murder,2018-06,1
Patlipada,Murder,2018-07,1
Patlipada,Murder,2018-08,1
Patlipada,Murder,2019-05,1
Patlipada,Murder,2019-06,1
Patlipada,Murder,2019-12,1
Patlipada,Murder,2020-12,1
Patlipada,Murder,2021-02,1
Patlipada,Murder,2021-04,2
Patlipada,Murder,2021-07,1
Patlipada,Murder,2022-10,1
Patlipada,Murder,2023-02,1
Patlipada,Murder,2023-07,1
Patlipada,Murder,2023-11,1
Patlipada,Murder,2023-12,2
Patlipada,Murder,2024-11,1
Patlipada,Murder,2025-03,1
Patlipada,Murder,2025-04,1
Patlipada,Murder,2025-10,1
Patlipada,Robbery,2018-02,1
Patlipada,Robbery,2019-02,1
Patlipada,Robbery,2019-08,1
Patlipada,Robbery,2020-03,1
Patlipada,Robbery,2020-04,1
Patlipada,Robbery,2020-06,1
Patlipada,Robbery,2020-10,1
Patlipada,Robbery,2020-12,1
Patlipada,Robbery,2021-06,2
Patlipada,Robbery,2024-01,1
Patlipada,Robbery,2024-05,1
Patlipada,Robbery,2024-11,1
Patlipada,Robbery,2025-02,1
Patlipada,Robbery,2025-03,1
Patlipada,Robbery,2025-07,1
Patlipada,Theft,2018-02,1
Patlipada,Theft,2018-03,1
Patlipada,Theft,2018-10,1
Patlipada,Theft,2018-11,1
Patlipada,Theft,2019-01,1
Patlipada,Theft,2019-03,1
Patlipada,Theft,2019-05,1
Patlipada,Theft,2021-02,1
Patlipada,Theft,2021-04,1
Patlipada,Theft,2021-10,1
Patlipada,Theft,2022-01,1
Patlipada,Theft,2022-02,1
Patlipada,Theft,2022-06,1
Patlipada,Theft,2022-09,1
Patlipada,Theft,2022-10,1
Patlipada,Theft,2023-03,1
Patlipada,Theft,2024-08,1
Patlipada,Theft,2025-05,2
Saket,Assault,2018-05,1
Saket,Assault,2018-07,1
Saket,Assault,2020-02,1
Saket,Assault,2020-09,1
Saket,Assault,2021-11,1
Saket,Assault,2022-01,1
Saket,Assault,2022-07,1
Saket,Assault,2022-09,1
Saket,Assault,2023-05,1
Saket,Assault,2024-03,2
Saket,Assault,2024-04,1
Saket,Assault,2025-02,1
Saket,Assault,2025-06,1
Saket,Assault,2025-10,1
Saket,Cheating,2018-02,1
Saket,Cheating,2018-03,1
Saket,Cheating,2018-05,1
Saket,Cheating,2018-07,1
Saket,Cheating,2018-08,1
Saket,Cheating,2018-09,2
Saket,Cheating,2019-01,1
Saket,Cheating,2019-11,2
Saket,Cheating,2020-02,1
Saket,Cheating,2020-04,1
Saket,Cheating,2021-03,1
Saket,Cheating,2021-04,1
Saket,Cheating,2021-08,1
Saket,Cheating,2022-02,1
Saket,Cheating,2022-10,1
Saket,Cheating,2023-01,1
Saket,Cheating,2023-08,1
Saket,Cheating,2023-12,1
Saket,Cheating,2024-11,1
Saket,Cheating,2025-06,1
Saket,Cheating,2025-07,1
Saket,Cybercrime,2018-06,1
Saket,Cybercrime,2018-09,1
Saket,Cybercrime,2018-10,1
Saket,Cybercrime,2018-12,1
Saket,Cybercrime,2019-03,4
Saket,Cybercrime,2020-02,1
Saket,Cybercrime,2020-08,1
Saket,Cybercrime,2020-10,1
Saket,Cybercrime,2021-04,1
Saket,Cybercrime,2021-05,1
Saket,Cybercrime,2021-11,1
Saket,Cybercrime,2022-08,1
Saket,Cybercrime,2024-01,1
Saket,Cybercrime,2024-05,1
Saket,Cybercrime,2024-06,1
Saket,Cybercrime,2025-01,1
Saket,Cybercrime,2025-05,1
Saket,Cybercrime,2025-10,1
Saket,Cybercrime,2025-11,1
Saket,Domestic Violence,2018-11,1
Saket,Domestic Violence,2019-08,1
Saket,Domestic Violence,2019-12,1
Saket,Domestic Violence,2020-09,1
Saket,Domestic Violence,2021-03,2
Saket,Domestic Violence,2021-04,1
Saket,Domestic Violence,2022-03,1
Saket,Domestic Violence,2022-05,1
Saket,Domestic Violence,2022-10,1
Saket,Domestic Violence,2022-12,1
Saket,Domestic Violence,2023-02,1
Saket,Domestic Violence,2023-08,1
Saket,Domestic Violence,2024-04,1
Saket,Domestic Violence,2024-05,2
Saket,Domestic Violence,2024-06,2
Saket,Domestic Violence,2025-01,1
Saket,Domestic Violence,2025-05,1
Saket,Drug Offense,2018-01,1
Saket,Drug Offense,2018-02,1
Saket,Drug Offense,2018-10,1
Saket,Drug Offense,2019-06,1
Saket,Drug Offense,2019-08,1
Saket,Drug Offense,2019-12,1
Saket,Drug Offense,2020-05,1
Saket,Drug Offense,2020-07,1
Saket,Drug Offense,2020-09,1
Saket,Drug Offense,2020-10,1
Saket,Drug Offense,2020-12,1
Saket,Drug Offense,2021-06,1
Saket,Drug Offense,2021-08,1
Saket,Drug Offense,2021-10,2
Saket,Drug Offense,2022-03,1
Saket,Drug Offense,2022-05,1
Saket,Drug Offense,2022-06,1
Saket,Drug Offense,2022-10,2
Saket,Drug Offense,2023-04,1
Saket,Drug Offense,2025-01,1
Saket,Drug Offense,2025-09,1
Saket,Fraud,2019-01,1
Saket,Fraud,2019-02,1
Saket,Fraud,2019-04,1
Saket,Fraud,2020-01,1
Saket,Fraud,2020-02,1
Saket,Fraud,2020-12,1
Saket,Fraud,2021-05,1
Saket,Fraud,2021-10,1
Saket,Fraud,2022-01,1
Saket,Fraud,2022-02,1
Saket,Fraud,2022-05,2
Saket,Fraud,2022-09,1
Saket,Fraud,2022-10,1
Saket,Fraud,2022-12,1
Saket,Fraud,2024-05,1
Saket,Fraud,2024-07,1
Saket,Fraud,2024-08,1
Saket,Fraud,2024-11,1
Saket,Fraud,2025-01,1
Saket,Fraud,2025-09,1
Saket,Kidnapping,2018-04,1
Saket,Kidnapping,2018-05,1
Saket,Kidnapping,2018-07,1
Saket,Kidnapping,2018-08,1
Saket,Kidnapping,2018-10,1
Saket,Kidnapping,2019-02,1
Saket,Kidnapping,2020-02,2
Saket,Kidnapping,2020-12,2
Saket,Kidnapping,2021-03,2
Saket,Kidnapping,2022-11,1
Saket,Kidnapping,2023-04,1
Saket,Kidnapping,2023-05,1
Saket,Kidnapping,2023-08,1
Saket,Kidnapping,2023-10,1
Saket,Kidnapping,2024-03,1
Saket,Kidnapping,2024-06,1
Saket,Kidnapping,2025-01,1
Saket,Kidnapping,2025-07,2
Saket,Murder,2018-01,1
Saket,Murder,2018-04,1
Saket,Murder,2018-12,1
Saket,Murder,2019-11,1
Saket,Murder,2020-04,1
Saket,Murder,2020-05,2
Saket,Murder,2020-12,1
Saket,Murder,2021-02,2
Saket,Murder,2021-03,1
Saket,Murder,2021-05,1
Saket,Murder,2022-09,1
Saket,Murder,2023-02,1
Saket,Murder,2023-10,1
Saket,Murder,2023-11,1
Saket,Murder,2024-01,1
Saket,Murder,2024-06,1
Saket,Murder,2024-08,1
Saket,Murder,2024-11,1
Saket,Murder,2025-10,1
Saket,Robbery,2018-03,1
Saket,Robbery,2019-04,1
Saket,Robbery,2020-01,1
Saket,Robbery,2020-08,1
Saket,Robbery,2021-04,1
Saket,Robbery,2021-08,1
Saket,Robbery,2021-10,1
Saket,Robbery,2022-11,2
Saket,Robbery,2023-05,1
Saket,Robbery,2023-07,1
Saket,Robbery,2023-08,1
Saket,Robbery,2023-09,1
Saket,Robbery,2024-02,1
Saket,Robbery,2025-09,1
Saket,Robbery,2025-10,1
Saket,Robbery,2025-12,1
Saket,Theft,2018-08,1
Saket,Theft,2021-03,1
Saket,Theft,2021-04,1
Saket,Theft,2022-03,1
Saket,Theft,2022-04,1
Saket,Theft,2022-06,2
Saket,Theft,2022-08,1
Saket,Theft,2024-02,1
Saket,Theft,2025-03,2
Saket,Theft,2025-04,1
Saket,Theft,2025-09,2
Saket,Theft,2025-10,1
Teen Hath Naka,Assault,2018-11,1
Teen Hath Naka,Assault,2019-01,1
Teen Hath Naka,Assault,2019-02,1
Teen Hath Naka,Assault,2019-04,1
Teen Hath Naka,Assault,2019-09,2
Teen Hath Naka,Assault,2020-07,2
Teen Hath Naka,Assault,2020-10,1
Teen Hath Naka,Assault,2021-05,1
Teen Hath Naka,Assault,2021-08,1
Teen Hath Naka,Assault,2022-06,2
Teen Hath Naka,Assault,2022-08,1
Teen Hath Naka,Assault,2022-12,1
Teen Hath Naka,Assault,2023-03,1
Teen Hath Naka,Assault,2023-05,1
Teen Hath Naka,Assault,2023-09,1
Teen Hath Naka,Assault,2023-11,1
Teen Hath Naka,Assault,2024-01,1
Teen Hath Naka,Assault,2024-02,1
Teen Hath Naka,Assault,2024-03,1
Teen Hath Naka,Assault,2024-08,1
Teen Hath Naka,Assault,2024-09,2
Teen Hath Naka,Assault,2024-11,1
Teen Hath Naka,Assault,2025-03,1
Teen Hath Naka,Assault,2025-07,1
Teen Hath Naka,Burglary,2023-02,3
Teen Hath Naka,Burglary,2024-07,1
Teen Hath Naka,Cheating,2018-02,1
Teen Hath Naka,Cheating,2018-11,1
Teen Hath Naka,Cheating,2019-07,1
Teen Hath Naka,Cheating,2019-08,1
Teen Hath Naka,Cheating,2019-11,1
Teen Hath Naka,Cheating,2020-02,1
Teen Hath Naka,Cheating,2020-03,1
Teen Hath Naka,Cheating,2020-10,1
Teen Hath Naka,Cheating,2020-12,1
Teen Hath Naka,Cheating,2021-05,1
Teen Hath Naka,Cheating,2022-01,1
Teen Hath Naka,Cheating,2022-04,1
Teen Hath Naka,Cheating,2022-11,2
Teen Hath Naka,Cheating,2023-02,1
Teen Hath Naka,Cheating,2023-05,1
Teen Hath Naka,Cheating,2023-09,1
Teen Hath Naka,Cheating,2024-01,1
Teen Hath Naka,Cheating,2024-02,1
Teen Hath Naka,Cheating,2024-03,1
Teen Hath Naka,Cheating,2024-08,1
Teen Hath Naka,Cheating,2024-11,1
Teen Hath Naka,Cheating,2025-02,1
Teen Hath Naka,Cybercrime,2018-11,1
Teen Hath Naka,Cybercrime,2019-02,1
Teen Hath Naka,Cybercrime,2021-04,1
Teen Hath Naka,Cybercrime,2021-11,1
Teen Hath Naka,Cybercrime,2021-12,1
Teen Hath Naka,Cybercrime,2022-10,1
Teen Hath Naka,Cybercrime,2023-02,1
Teen Hath Naka,Cybercrime,2024-09,2
Teen Hath Naka,Cybercrime,2024-10,1
Teen Hath Naka,Cybercrime,2025-07,1
Teen Hath Naka,Cybercrime,2025-11,1
Teen Hath Naka,Domestic Violence,2018-09,1
Teen Hath Naka,Domestic Violence,2018-10,2
Teen Hath Naka,Domestic Violence,2019-02,1
Teen Hath Naka,Domestic Violence,2019-03,1
Teen Hath Naka,Domestic Violence,2019-08,1
Teen Hath Naka,Domestic Violence,2019-09,1
Teen Hath Naka,Domestic Violence,2019-10,1
Teen Hath Naka,Domestic Violence,2019-12,1
Teen Hath Naka,Domestic Violence,2020-03,1
Teen Hath Naka,Domestic Violence,2020-10,1
Teen Hath Naka,Domestic Violence,2021-02,1
Teen Hath Naka,Domestic Violence,2021-03,1
Teen Hath Naka,Domestic Violence,2021-05,1
Teen Hath Naka,Domestic Violence,2021-09,1
Teen Hath Naka,Domestic Violence,2022-03,1
Teen Hath Naka,Domestic Violence,2022-06,1
Teen Hath Naka,Domestic Violence,2022-09,1
Teen Hath Naka,Domestic Violence,2023-07,1
Teen Hath Naka,Domestic Violence,2023-08,2
Teen Hath Naka,Domestic Violence,2023-10,1
Teen Hath Naka,Domestic Violence,2023-11,1
Teen Hath Naka,Domestic Violence,2025-02,1
Teen Hath Naka,Domestic Violence,2025-09,1
Teen Hath Naka,Drug Offense,2018-03,1
Teen Hath Naka,Drug Offense,2018-04,1
Teen Hath Naka,Drug Offense,2018-08,1
Teen Hath Naka,Drug Offense,2019-01,1
Teen Hath Naka,Drug Offense,2019-05,1
Teen Hath Naka,Drug Offense,2019-06,1
Teen Hath Naka,Drug Offense,2019-10,1
Teen Hath Naka,Drug Offense,2020-01,1
Teen Hath Naka,Drug Offense,2020-04,1
Teen Hath Naka,Drug Offense,2020-06,1
Teen Hath Naka,Drug Offense,2020-09,1
Teen Hath Naka,Drug Offense,2020-12,1
Teen Hath Naka,Drug Offense,2021-01,1
Teen Hath Naka,Drug Offense,2021-03,1
Teen Hath Naka,Drug Offense,2021-08,1
Teen Hath Naka,Drug Offense,2022-06,1
Teen Hath Naka,Drug Offense,2022-08,1
Teen Hath Naka,Drug Offense,2023-05,1
Teen Hath Naka,Drug Offense,2023-08,1
Teen Hath Naka,Drug Offense,2023-09,1
Teen Hath Naka,Drug Offense,2023-10,1
Teen Hath Naka,Drug Offense,2024-01,1
Teen Hath Naka,Drug Offense,2024-03,1
Teen Hath Naka,Drug Offense,2024-07,1
Teen Hath Naka,Drug Offense,2025-06,1
Teen Hath Naka,Drug Offense,2025-07,1
Teen Hath Naka,Drug Offense,2025-09,1
Teen Hath Naka,Fraud,2018-01,1
Teen Hath Naka,Fraud,2018-04,1
Teen Hath Naka,Fraud,2018-07,1
Teen Hath Naka,Fraud,2018-12,2
Teen Hath Naka,Fraud,2019-01,1
Teen Hath Naka,Fraud,2019-02,1
Teen Hath Naka,Fraud,2019-03,1
Teen Hath Naka,Fraud,2019-09,1
Teen Hath Naka,Fraud,2019-11,1
Teen Hath Naka,Fraud,2020-02,1
Teen Hath Naka,Fraud,2020-09,1
Teen Hath Naka,Fraud,2020-10,3
Teen Hath Naka,Fraud,2020-11,2
Teen Hath Naka,Fraud,2022-05,2
Teen Hath Naka,Fraud,2022-06,1
Teen Hath Naka,Fraud,2022-10,1
Teen Hath Naka,Fraud,2023-02,1
Teen Hath Naka,Fraud,2023-03,1
Teen Hath Naka,Fraud,2023-11,2
Teen Hath Naka,Fraud,2023-12,1
Teen Hath Naka,Fraud,2024-01,1
Teen Hath Naka,Fraud,2024-04,1
Teen Hath Naka,Fraud,2024-05,1
Teen Hath Naka,Fraud,2025-01,1
Teen Hath Naka,Fraud,2025-09,1
Teen Hath Naka,Kidnapping,2018-02,1
Teen Hath Naka,Kidnapping,2018-03,1
Teen Hath Naka,Kidnapping,2018-05,1
Teen Hath Naka,Kidnapping,2018-11,1
Teen Hath Naka,Kidnapping,2019-06,1
Teen Hath Naka,Kidnapping,2020-03,2
Teen Hath Naka,Kidnapping,2020-07,1
Teen Hath Naka,Kidnapping,2020-10,1
Teen Hath Naka,Kidnapping,2020-11,2
