id,crime_type,address,description,reported_at,latitude,longitude
2035,Murder,"Charminar, Hyderabad, Telangana",Reported murder incident.,2025-03-06T06:54:37.201466Z,17.3616,78.4747
2036,Drug Possession,"Anna Salai, Chennai, Tamil Nadu",Reported drug possession incident.,2025-03-03T20:13:05.201475Z,13.063,80.2606
2037,Burglary,"Salt Lake, Kolkata, West Bengal",Reported burglary incident.,2025-03-26T18:15:26.201483Z,22.5832,88.4088
2038,Theft,"Marine Drive, Mumbai, Maharashtra",Reported theft incident.,2025-03-24T04:54:40.201491Z,18.9436,72.8235
2039,Kidnapping,"Gandhi Nagar, Jammu",Reported kidnapping incident.,2025-03-24T12:36:06.201499Z,32.7186,74.8581
2040,Assault,"Marine Drive, Mumbai, Maharashtra",Reported assault incident.,2025-03-08T09:50:05.201506Z,18.9436,72.8235
2041,Fraud,"Hazratganj, Lucknow, Uttar Pradesh",Reported fraud incident.,2025-03-20T22:29:27.201514Z,26.8561,80.9346
2042,Assault,"MG Road, Bengaluru, Karnataka",Reported assault incident.,2025-03-03T01:08:41.201522Z,12.9716,77.5946
2043,Assault,"Salt Lake, Kolkata, West Bengal",Reported assault incident.,2025-03-18T13:01:51.201530Z,22.5832,88.4088
2044,Assault,"MI Road, Jaipur, Rajasthan",Reported assault incident.,2025-03-15T16:30:37.201871Z,26.9124,75.7873
2045,Vandalism,"Anna Salai, Chennai, Tamil Nadu",Reported vandalism incident.,2025-03-15T14:03:49.201913Z,13.063,80.2606
2046,Assault,"Gandhi Nagar, Jammu",Reported assault incident.,2025-03-25T02:31:26.201933Z,32.7186,74.8581
2047,Burglary,"Marine Drive, Mumbai, Maharashtra",Reported burglary incident.,2025-03-26T02:05:25.201950Z,18.9436,72.8235
2048,Burglary,"Connaught Place, New Delhi",Reported burglary incident.,2025-03-06T10:50:32.201967Z,28.6328,77.2197
2049,Theft,"Salt Lake, Kolkata, West Bengal",Reported theft incident.,2025-03-22T12:19:36.201978Z,22.5832,88.4088
2050,Kidnapping,"MI Road, Jaipur, Rajasthan",Reported kidnapping incident.,2025-03-25T18:33:47.202001Z,26.9124,75.7873
2051,Burglary,"Marine Drive, Mumbai, Maharashtra",Reported burglary incident.,2025-03-02T00:15:06.202018Z,18.9436,72.8235
2052,Drug Possession,"Marine Drive, Mumbai, Maharashtra",Reported drug possession incident.,2025-03-02T18:23:45.202035Z,18.9436,72.8235
2053,Theft,"Hazratganj, Lucknow, Uttar Pradesh",Reported theft incident.,2025-03-08T14:26:21.202046Z,26.8561,80.9346
2054,Drug Possession,"Marine Drive, Mumbai, Maharashtra",Reported drug possession incident.,2025-03-17T20:45:12.202061Z,18.9436,72.8235
2055,Theft,"MG Road, Bengaluru, Karnataka",Reported theft incident.,2025-03-28T11:22:31.202077Z,12.9716,77.5946
2056,Fraud,"Sector 17, Chandigarh",Reported fraud incident.,2025-03-28T02:53:42.202093Z,30.7353,76.7789
2057,Drug Possession,"Salt Lake, Kolkata, West Bengal",Reported drug possession incident.,2025-03-10T07:38:03.202125Z,22.5832,88.4088
2058,Vandalism,"Sector 17, Chandigarh",Reported vandalism incident.,2025-03-29T11:25:54.202157Z,30.7353,76.7789
2059,Kidnapping,"Charminar, Hyderabad, Telangana",Reported kidnapping incident.,2025-03-10T02:05:58.202176Z,17.3616,78.4747
2060,Fraud,"Salt Lake, Kolkata, West Bengal",Reported fraud incident.,2025-03-29T04:45:02.202202Z,22.5832,88.4088
2061,Murder,"MI Road, Jaipur, Rajasthan",Reported murder incident.,2025-03-28T09:46:05.202220Z,26.9124,75.7873
2062,Kidnapping,"Connaught Place, New Delhi",Reported kidnapping incident.,2025-03-24T09:48:39.202229Z,28.6328,77.2197
2063,Theft,"MI Road, Jaipur, Rajasthan",Reported theft incident.,2025-03-05T19:15:31.202237Z,26.9124,75.7873
2064,Vandalism,"Hazratganj, Lucknow, Uttar Pradesh",Reported vandalism incident.,2025-03-01T08:44:57.202250Z,26.8561,80.9346
2065,Drug Possession,"Marine Drive, Mumbai, Maharashtra",Reported drug possession incident.,2025-03-27T10:19:19.202266Z,18.9436,72.8235
2066,Vandalism,"MG Road, Bengaluru, Karnataka",Reported vandalism incident.,2025-03-19T20:13:11.202281Z,12.9716,77.5946
2067,Burglary,"Charminar, Hyderabad, Telangana",Reported burglary incident.,2025-03-24T02:21:13.202358Z,17.3616,78.4747
2068,Vandalism,"Sector 17, Chandigarh",Reported vandalism incident.,2025-03-29T04:12:14.202376Z,30.7353,76.7789
2069,Fraud,"Gandhi Nagar, Jammu",Reported fraud incident.,2025-03-25T21:35:10.202392Z,32.7186,74.8581
2070,Drug Possession,"Sector 17, Chandigarh",Reported drug possession incident.,2025-03-30T16:17:18.202409Z,30.7353,76.7789
2071,Vandalism,"MI Road, Jaipur, Rajasthan",Reported vandalism incident.,2025-03-19T00:08:21.202424Z,26.9124,75.7873
2072,Assault,"Sector 17, Chandigarh",Reported assault incident.,2025-03-13T03:17:25.202440Z,30.7353,76.7789
2073,Drug Possession,"Gandhi Nagar, Jammu",Reported drug possession incident.,2025-03-04T17:49:03.202470Z,32.7186,74.8581
2074,Murder,"Salt Lake, Kolkata, West Bengal",Reported murder incident.,2025-03-15T07:36:20.202488Z,22.5832,88.4088
2075,Murder,"Charminar, Hyderabad, Telangana",Reported murder incident.,2025-02-28T14:46:45.202504Z,17.3616,78.4747
2076,Fraud,"Marine Drive, Mumbai, Maharashtra",Reported fraud incident.,2025-03-25T05:04:33.202543Z,18.9436,72.8235
2077,Kidnapping,"Sector 17, Chandigarh",Reported kidnapping incident.,2025-03-25T08:38:12.202560Z,30.7353,76.7789
2078,Murder,"MG Road, Bengaluru, Karnataka",Reported murder incident.,2025-03-27T00:39:00.202576Z,12.9716,77.5946
2079,Kidnapping,"MG Road, Bengaluru, Karnataka",Reported kidnapping incident.,2025-02-28T20:52:11.202592Z,12.9716,77.5946
2080,Theft,"Salt Lake, Kolkata, West Bengal",Reported theft incident.,2025-03-06T03:48:26.202609Z,22.5832,88.4088
2081,Murder,"Marine Drive, Mumbai, Maharashtra",Reported murder incident.,2025-03-15T00:18:27.202626Z,18.9436,72.8235
2082,Drug Possession,"MG Road, Bengaluru, Karnataka",Reported drug possession incident.,2025-03-17T07:38:54.202645Z,12.9716,77.5946
2083,Kidnapping,"Anna Salai, Chennai, Tamil Nadu",Reported kidnapping incident.,2025-03-12T19:36:56.202655Z,13.063,80.2606
2084,Fraud,"Connaught Place, New Delhi",Reported fraud incident.,2025-03-24T00:29:46.202663Z,28.6328,77.2197
2085,Fraud,"MI Road, Jaipur, Rajasthan",Reported fraud incident.,2025-03-02T08:38:08.202671Z,26.9124,75.7873
2086,Drug Possession,"Marine Drive, Mumbai, Maharashtra",Reported drug possession incident.,2025-03-17T00:02:55.202679Z,18.9436,72.8235
2087,Kidnapping,"Charminar, Hyderabad, Telangana",Reported kidnapping incident.,2025-03-15T14:59:56.202687Z,17.3616,78.4747
2088,Assault,"Gandhi Nagar, Jammu",Reported assault incident.,2025-03-25T21:36:04.202713Z,32.7186,74.8581
2089,Fraud,"Marine Drive, Mumbai, Maharashtra",Reported fraud incident.,2025-03-28T15:30:08.202731Z,18.9436,72.8235
2090,Assault,"Charminar, Hyderabad, Telangana",Reported assault incident.,2025-02-28T08:45:52.202744Z,17.3616,78.4747
2091,Fraud,"Charminar, Hyderabad, Telangana",Reported fraud incident.,2025-03-25T21:25:23.202753Z,17.3616,78.4747
2092,Burglary,"Hazratganj, Lucknow, Uttar Pradesh",Reported burglary incident.,2025-03-02T10:32:29.202761Z,26.8561,80.9346
2093,Fraud,"Gandhi Nagar, Jammu",Reported fraud incident.,2025-03-20T00:37:47.202772Z,32.7186,74.8581
2094,Drug Possession,"Hazratganj, Lucknow, Uttar Pradesh",Reported drug possession incident.,2025-03-10T07:38:38.202787Z,26.8561,80.9346
2095,Drug Possession,"Marine Drive, Mumbai, Maharashtra",Reported drug possession incident.,2025-03-27T05:40:22.202803Z,18.9436,72.8235
2096,Theft,"MG Road, Bengaluru, Karnataka",Reported theft incident.,2025-03-04T07:58:47.202813Z,12.9716,77.5946
2097,Fraud,"Hazratganj, Lucknow, Uttar Pradesh",Reported fraud incident.,2025-03-27T09:38:14.202824Z,26.8561,80.9346
2098,Assault,"Gandhi Nagar, Jammu",Reported assault incident.,2025-03-12T15:31:41.202839Z,32.7186,74.8581
2099,Theft,"MI Road, Jaipur, Rajasthan",Reported theft incident.,2025-03-25T12:11:50.202854Z,26.9124,75.7873
2100,Murder,"Anna Salai, Chennai, Tamil Nadu",Reported murder incident.,2025-03-12T16:54:24.202863Z,13.063,80.2606
2101,Drug Possession,"Gandhi Nagar, Jammu",Reported drug possession incident.,2025-03-24T17:31:39.202871Z,32.7186,74.8581
2102,Drug Possession,"Gandhi Nagar, Jammu",Reported drug possession incident.,2025-03-27T22:56:55.202883Z,32.7186,74.8581
2103,Fraud,"Charminar, Hyderabad, Telangana",Reported fraud incident.,2025-03-15T17:42:20.202898Z,17.3616,78.4747
2104,Assault,"Charminar, Hyderabad, Telangana",Reported assault incident.,2025-03-27T10:13:33.202915Z,17.3616,78.4747
2105,Assault,"Marine Drive, Mumbai, Maharashtra",Reported assault incident.,2025-03-30T05:01:34.202930Z,18.9436,72.8235
2106,Kidnapping,"Sector 17, Chandigarh",Reported kidnapping incident.,2025-03-10T13:25:12.202951Z,30.7353,76.7789
2107,Burglary,"Sector 17, Chandigarh",Reported burglary incident.,2025-03-30T16:33:00.203071Z,30.7353,76.7789
2108,Assault,"Marine Drive, Mumbai, Maharashtra",Reported assault incident.,2025-03-30T15:58:18.203089Z,18.9436,72.8235
2109,Theft,"Hazratganj, Lucknow, Uttar Pradesh",Reported theft incident.,2025-03-06T06:22:15.203107Z,26.8561,80.9346
2110,Theft,"Salt Lake, Kolkata, West Bengal",Reported theft incident.,2025-03-30T17:02:48.203124Z,22.5832,88.4088
2111,Assault,"Marine Drive, Mumbai, Maharashtra",Reported assault incident.,2025-03-07T13:12:59.203140Z,18.9436,72.8235
2112,Burglary,"Anna Salai, Chennai, Tamil Nadu",Reported burglary incident.,2025-03-17T15:28:36.203153Z,13.063,80.2606
2113,Assault,"Salt Lake, Kolkata, West Bengal",Reported assault incident.,2025-03-04T07:18:54.203161Z,22.5832,88.4088
2114,Vandalism,"Gandhi Nagar, Jammu",Reported vandalism incident.,2025-03-08T11:08:10.203174Z,32.7186,74.8581
2115,Drug Possession,"Anna Salai, Chennai, Tamil Nadu",Reported drug possession incident.,2025-03-21T23:50:24.203183Z,13.063,80.2606
2116,Vandalism,"Connaught Place, New Delhi",Reported vandalism incident.,2025-03-06T11:09:07.203205Z,28.6328,77.2197
2117,Fraud,"Hazratganj, Lucknow, Uttar Pradesh",Reported fraud incident.,2025-03-22T10:16:29.203214Z,26.8561,80.9346
2118,Murder,"Gandhi Nagar, Jammu",Reported murder incident.,2025-03-11T05:47:59.203225Z,32.7186,74.8581
2119,Theft,"Sector 17, Chandigarh",Reported theft incident.,2025-03-20T07:20:43.203233Z,30.7353,76.7789
2120,Assault,"Connaught Place, New Delhi",Reported assault incident.,2025-03-17T21:43:21.203242Z,28.6328,77.2197
2121,Drug Possession,"MG Road, Bengaluru, Karnataka",Reported drug possession incident.,2025-03-24T14:49:31.203251Z,12.9716,77.5946
2122,Fraud,"MI Road, Jaipur, Rajasthan",Reported fraud incident.,2025-03-05T01:24:34.203264Z,26.9124,75.7873
2123,Vandalism,"Anna Salai, Chennai, Tamil Nadu",Reported vandalism incident.,2025-03-03T14:48:10.203280Z,13.063,80.2606
2124,Fraud,"Charminar, Hyderabad, Telangana",Reported fraud incident.,2025-03-27T06:58:59.203295Z,17.3616,78.4747
2125,Drug Possession,"MI Road, Jaipur, Rajasthan",Reported drug possession incident.,2025-03-09T00:08:18.203460Z,26.9124,75.7873
2126,Theft,"MI Road, Jaipur, Rajasthan",Reported theft incident.,2025-03-18T13:35:33.203477Z,26.9124,75.7873
2127,Murder,"Marine Drive, Mumbai, Maharashtra",Reported murder incident.,2025-03-01T00:19:07.203493Z,18.9436,72.8235
2128,Vandalism,"Gandhi Nagar, Jammu",Reported vandalism incident.,2025-03-28T23:47:12.203510Z,32.7186,74.8581
2129,Burglary,"Sector 17, Chandigarh",Reported burglary incident.,2025-03-07T15:53:20.203523Z,30.7353,76.7789
2130,Theft,"Sector 17, Chandigarh",Reported theft incident.,2025-03-30T15:57:36.203538Z,30.7353,76.7789
2131,Murder,"Salt Lake, Kolkata, West Bengal",Reported murder incident.,2025-02-28T14:35:42.203554Z,22.5832,88.4088
2132,Kidnapping,"Connaught Place, New Delhi",Reported kidnapping incident.,2025-03-12T18:38:09.203569Z,28.6328,77.2197
2133,Kidnapping,"Marine Drive, Mumbai, Maharashtra",Reported kidnapping incident.,2025-03-28T01:06:19.203585Z,18.9436,72.8235
2134,Kidnapping,"Anna Salai, Chennai, Tamil Nadu",Reported kidnapping incident.,2025-03-27T10:36:22.203601Z,13.063,80.2606
2135,Vandalism,"Salt Lake, Kolkata, West Bengal",Reported vandalism incident.,2025-03-10T02:38:23.203612Z,22.5832,88.4088
2136,Fraud,"Hazratganj, Lucknow, Uttar Pradesh",Reported fraud incident.,2025-03-18T01:45:22.203621Z,26.8561,80.9346
2137,Drug Possession,"Anna Salai, Chennai, Tamil Nadu",Reported drug possession incident.,2025-03-09T20:54:35.203629Z,13.063,80.2606
2138,Assault,"Salt Lake, Kolkata, West Bengal",Reported assault incident.,2025-03-18T01:42:45.203639Z,22.5832,88.4088
2139,Fraud,"Hazratganj, Lucknow, Uttar Pradesh",Reported fraud incident.,2025-03-17T21:50:05.203659Z,26.8561,80.9346
2140,Theft,"Anna Salai, Chennai, Tamil Nadu",Reported theft incident.,2025-03-27T12:21:41.203676Z,13.063,80.2606
2141,Burglary,"Charminar, Hyderabad, Telangana",Reported burglary incident.,2025-03-18T21:31:03.203692Z,17.3616,78.4747
2142,Vandalism,"Hazratganj, Lucknow, Uttar Pradesh",Reported vandalism incident.,2025-03-25T11:58:24.203713Z,26.8561,80.9346
2143,Theft,"Salt Lake, Kolkata, West Bengal",Reported theft incident.,2025-03-28T09:00:23.203748Z,22.5832,88.4088
2144,Drug Possession,"Hazratganj, Lucknow, Uttar Pradesh",Reported drug possession incident.,2025-03-09T00:00:36.203767Z,26.8561,80.9346
2145,Assault,"Gandhi Nagar, Jammu",Reported assault incident.,2025-03-06T04:53:39.203782Z,32.7186,74.8581
2146,Fraud,"Connaught Place, New Delhi",Reported fraud incident.,2025-03-19T01:02:02.203803Z,28.6328,77.2197
2147,Kidnapping,"Salt Lake, Kolkata, West Bengal",Reported kidnapping incident.,2025-03-03T13:01:40.203820Z,22.5832,88.4088
2148,Drug Possession,"Gandhi Nagar, Jammu",Reported drug possession incident.,2025-03-20T04:06:13.203829Z,32.7186,74.8581
2149,Burglary,"Gandhi Nagar, Jammu",Reported burglary incident.,2025-03-30T20:56:23.203837Z,32.7186,74.8581
2150,Drug Possession,"MG Road, Bengaluru, Karnataka",Reported drug possession incident.,2025-03-05T03:45:09.203845Z,12.9716,77.5946
2151,Theft,"Marine Drive, Mumbai, Maharashtra",Reported theft incident.,2025-03-20T10:10:04.203855Z,18.9436,72.8235
2152,Burglary,"MI Road, Jaipur, Rajasthan",Reported burglary incident.,2025-03-08T05:32:12.203869Z,26.9124,75.7873
2153,Vandalism,"Charminar, Hyderabad, Telangana",Reported vandalism incident.,2025-03-26T19:18:14.203885Z,17.3616,78.4747
2154,Burglary,"Salt Lake, Kolkata, West Bengal",Reported burglary incident.,2025-03-24T05:23:28.203896Z,22.5832,88.4088
2155,Theft,"MI Road, Jaipur, Rajasthan",Reported theft incident.,2025-03-07T07:53:24.203904Z,26.9124,75.7873
2156,Burglary,"Gandhi Nagar, Jammu",Reported burglary incident.,2025-03-29T17:55:35.203912Z,32.7186,74.8581
2157,Kidnapping,"Salt Lake, Kolkata, West Bengal",Reported kidnapping incident.,2025-03-19T13:05:19.203920Z,22.5832,88.4088
2158,Kidnapping,"Hazratganj, Lucknow, Uttar Pradesh",Reported kidnapping incident.,2025-03-23T20:31:27.203934Z,26.8561,80.9346
2159,Murder,"Salt Lake, Kolkata, West Bengal",Reported murder incident.,2025-03-20T00:14:29.203949Z,22.5832,88.4088
2160,Kidnapping,"MI Road, Jaipur, Rajasthan",Reported kidnapping incident.,2025-03-23T13:10:30.203961Z,26.9124,75.7873
2161,Theft,"MG Road, Bengaluru, Karnataka",Reported theft incident.,2025-03-01T19:02:37.203975Z,12.9716,77.5946
2162,Fraud,"Gandhi Nagar, Jammu",Reported fraud incident.,2025-03-09T20:43:05.203991Z,32.7186,74.8581
2163,Burglary,"Salt Lake, Kolkata, West Bengal",Reported burglary incident.,2025-03-27T15:58:17.204001Z,22.5832,88.4088
2164,Murder,"Charminar, Hyderabad, Telangana",Reported murder incident.,2025-03-01T05:36:35.204009Z,17.3616,78.4747
2165,Theft,"Gandhi Nagar, Jammu",Reported theft incident.,2025-03-10T21:15:48.204017Z,32.7186,74.8581
2166,Drug Possession,"Salt Lake, Kolkata, West Bengal",Reported drug possession incident.,2025-03-14T03:25:59.204025Z,22.5832,88.4088
2167,Drug Possession,"Hazratganj, Lucknow, Uttar Pradesh",Reported drug possession incident.,2025-03-08T00:44:34.204033Z,26.8561,80.9346
2168,Vandalism,"Gandhi Nagar, Jammu",Reported vandalism incident.,2025-03-13T14:24:38.204041Z,32.7186,74.8581
2169,Assault,"MI Road, Jaipur, Rajasthan",Reported assault incident.,2025-03-06T09:11:05.204050Z,26.9124,75.7873
2170,Kidnapping,"MG Road, Bengaluru, Karnataka",Reported kidnapping incident.,2025-02-28T08:58:26.204059Z,12.9716,77.5946
2171,Vandalism,"Marine Drive, Mumbai, Maharashtra",Reported vandalism incident.,2025-03-16T03:58:02.204078Z,18.9436,72.8235
2172,Assault,"Charminar, Hyderabad, Telangana",Reported assault incident.,2025-03-01T14:42:43.204087Z,17.3616,78.4747
2173,Assault,"Sector 17, Chandigarh",Reported assault incident.,2025-03-21T01:54:40.204095Z,30.7353,76.7789
2174,Burglary,"Connaught Place, New Delhi",Reported burglary incident.,2025-03-15T08:17:06.204104Z,28.6328,77.2197
2175,Kidnapping,"Sector 17, Chandigarh",Reported kidnapping incident.,2025-03-11T03:07:20.204112Z,30.7353,76.7789
2176,Vandalism,"Connaught Place, New Delhi",Reported vandalism incident.,2025-03-01T14:00:32.204125Z,28.6328,77.2197
2177,Theft,"Connaught Place, New Delhi",Reported theft incident.,2025-03-28T05:03:57.204141Z,28.6328,77.2197
2178,Burglary,"Hazratganj, Lucknow, Uttar Pradesh",Reported burglary incident.,2025-03-05T10:55:24.204159Z,26.8561,80.9346
2179,Theft,"MI Road, Jaipur, Rajasthan",Reported theft incident.,2025-03-22T14:29:38.204176Z,26.9124,75.7873
2180,Drug Possession,"Gandhi Nagar, Jammu",Reported drug possession incident.,2025-03-26T21:52:51.204193Z,32.7186,74.8581
2181,Assault,"Charminar, Hyderabad, Telangana",Reported assault incident.,2025-03-22T11:42:29.204209Z,17.3616,78.4747
2182,Vandalism,"MG Road, Bengaluru, Karnataka",Reported vandalism incident.,2025-03-25T15:10:47.204231Z,12.9716,77.5946
2183,Drug Possession,"Gandhi Nagar, Jammu",Reported drug possession incident.,2025-03-23T00:20:39.204248Z,32.7186,74.8581
2184,Vandalism,"Connaught Place, New Delhi",Reported vandalism incident.,2025-03-03T21:05:40.204260Z,28.6328,77.2197
2185,Drug Possession,"Sector 17, Chandigarh",Reported drug possession incident.,2025-03-01T14:23:37.204268Z,30.7353,76.7789
2186,Fraud,"Gandhi Nagar, Jammu",Reported fraud incident.,2025-03-15T19:56:58.204276Z,32.7186,74.8581
2187,Drug Possession,"MG Road, Bengaluru, Karnataka",Reported drug possession incident.,2025-03-12T14:46:15.204284Z,12.9716,77.5946
2188,Kidnapping,"Salt Lake, Kolkata, West Bengal",Reported kidnapping incident.,2025-03-26T04:42:10.204292Z,22.5832,88.4088
2189,Fraud,"Gandhi Nagar, Jammu",Reported fraud incident.,2025-03-10T01:51:09.204300Z,32.7186,74.8581
2190,Fraud,"MI Road, Jaipur, Rajasthan",Reported fraud incident.,2025-03-21T23:39:50.204308Z,26.9124,75.7873
2191,Assault,"Marine Drive, Mumbai, Maharashtra",Reported assault incident.,2025-03-18T00:23:39.204317Z,18.9436,72.8235
2192,Burglary,"MG Road, Bengaluru, Karnataka",Reported burglary incident.,2025-03-22T10:22:40.204332Z,12.9716,77.5946
2193,Assault,"Connaught Place, New Delhi",Reported assault incident.,2025-03-30T18:41:00.204346Z,28.6328,77.2197
2194,Murder,"MG Road, Bengaluru, Karnataka",Reported murder incident.,2025-03-07T11:55:55.204360Z,12.9716,77.5946
2195,Drug Possession,"Gandhi Nagar, Jammu",Reported drug possession incident.,2025-03-26T04:25:36.204369Z,32.7186,74.8581
2196,Vandalism,"MI Road, Jaipur, Rajasthan",Reported vandalism incident.,2025-03-25T05:41:27.204377Z,26.9124,75.7873
2197,Vandalism,"Sector 17, Chandigarh",Reported vandalism incident.,2025-03-16T14:05:03.204385Z,30.7353,76.7789
2198,Theft,"Marine Drive, Mumbai, Maharashtra",Reported theft incident.,2025-03-10T11:13:25.204393Z,18.9436,72.8235
2199,Drug Possession,"Marine Drive, Mumbai, Maharashtra",Reported drug possession incident.,2025-03-05T11:23:35.204402Z,18.9436,72.8235
2200,Kidnapping,"Connaught Place, New Delhi",Reported kidnapping incident.,2025-03-18T19:06:07.204421Z,28.6328,77.2197
2201,Kidnapping,"Sector 17, Chandigarh",Reported kidnapping incident.,2025-03-03T13:10:28.204430Z,30.7353,76.7789
2202,Burglary,"Connaught Place, New Delhi",Reported burglary incident.,2025-03-12T17:29:03.204438Z,28.6328,77.2197
2203,Murder,"Gandhi Nagar, Jammu",Reported murder incident.,2025-03-13T12:14:55.204446Z,32.7186,74.8581
2204,Theft,"MI Road, Jaipur, Rajasthan",Reported theft incident.,2025-03-28T19:37:07.204454Z,26.9124,75.7873
2205,Burglary,"Marine Drive, Mumbai, Maharashtra",Reported burglary incident.,2025-03-28T18:22:09.204463Z,18.9436,72.8235
2206,Fraud,"Salt Lake, Kolkata, West Bengal",Reported fraud incident.,2025-03-07T18:08:58.204471Z,22.5832,88.4088
2207,Murder,"Connaught Place, New Delhi",Reported murder incident.,2025-03-04T10:07:11.204479Z,28.6328,77.2197
2208,Assault,"Gandhi Nagar, Jammu",Reported assault incident.,2025-03-11T03:36:45.204487Z,32.7186,74.8581
2209,Drug Possession,"Gandhi Nagar, Jammu",Reported drug possession incident.,2025-03-01T11:25:01.204501Z,32.7186,74.8581
2210,Burglary,"Sector 17, Chandigarh",Reported burglary incident.,2025-03-04T18:40:12.204521Z,30.7353,76.7789
2211,Assault,"Anna Salai, Chennai, Tamil Nadu",Reported assault incident.,2025-03-12T08:11:45.204538Z,13.063,80.2606
2212,Kidnapping,"Hazratganj, Lucknow, Uttar Pradesh",Reported kidnapping incident.,2025-03-23T09:01:15.204554Z,26.8561,80.9346
2213,Drug Possession,"Salt Lake, Kolkata, West Bengal",Reported drug possession incident.,2025-03-25T14:18:20.204564Z,22.5832,88.4088
2214,Burglary,"Anna Salai, Chennai, Tamil Nadu",Reported burglary incident.,2025-03-24T22:24:47.204579Z,13.063,80.2606
2215,Assault,"MG Road, Bengaluru, Karnataka",Reported assault incident.,2025-03-09T17:41:37.204596Z,12.9716,77.5946
2216,Murder,"MI Road, Jaipur, Rajasthan",Reported murder incident.,2025-03-02T16:30:17.204611Z,26.9124,75.7873
2217,Murder,"Sector 17, Chandigarh",Reported murder incident.,2025-03-07T17:13:08.204627Z,30.7353,76.7789
2218,Fraud,"Anna Salai, Chennai, Tamil Nadu",Reported fraud incident.,2025-03-28T23:08:48.204656Z,13.063,80.2606
2219,Burglary,"Charminar, Hyderabad, Telangana",Reported burglary incident.,2025-03-01T21:20:02.204674Z,17.3616,78.4747
2220,Drug Possession,"Anna Salai, Chennai, Tamil Nadu",Reported drug possession incident.,2025-03-14T17:05:38.204690Z,13.063,80.2606
2221,Fraud,"Charminar, Hyderabad, Telangana",Reported fraud incident.,2025-03-03T14:40:16.204704Z,17.3616,78.4747
2222,Drug Possession,"Charminar, Hyderabad, Telangana",Reported drug possession incident.,2025-03-21T03:04:03.204713Z,17.3616,78.4747
2223,Theft,"Charminar, Hyderabad, Telangana",Reported theft incident.,2025-03-06T15:03:11.204721Z,17.3616,78.4747
2224,Kidnapping,"Connaught Place, New Delhi",Reported kidnapping incident.,2025-03-15T21:33:13.204735Z,28.6328,77.2197
2225,Theft,"Gandhi Nagar, Jammu",Reported theft incident.,2025-02-28T15:29:31.204751Z,32.7186,74.8581
2226,Burglary,"MI Road, Jaipur, Rajasthan",Reported burglary incident.,2025-03-29T18:37:37.204768Z,26.9124,75.7873
2227,Assault,"Gandhi Nagar, Jammu",Reported assault incident.,2025-03-28T10:32:45.204798Z,32.7186,74.8581
2228,Murder,"Hazratganj, Lucknow, Uttar Pradesh",Reported murder incident.,2025-03-04T22:02:42.204817Z,26.8561,80.9346
2229,Burglary,"Gandhi Nagar, Jammu",Reported burglary incident.,2025-03-26T12:13:29.204836Z,32.7186,74.8581
2230,Drug Possession,"Hazratganj, Lucknow, Uttar Pradesh",Reported drug possession incident.,2025-02-28T14:08:00.204851Z,26.8561,80.9346
2231,Assault,"Sector 17, Chandigarh",Reported assault incident.,2025-03-17T10:25:23.204867Z,30.7353,76.7789
2232,Kidnapping,"Gandhi Nagar, Jammu",Reported kidnapping incident.,2025-03-27T09:51:45.204883Z,32.7186,74.8581
2233,Murder,"Hazratganj, Lucknow, Uttar Pradesh",Reported murder incident.,2025-03-04T00:01:05.204896Z,26.8561,80.9346
2234,Kidnapping,"Connaught Place, New Delhi",Reported kidnapping incident.,2025-03-06T14:37:49.204904Z,28.6328,77.2197
2235,Assault,"Sector 17, Chandigarh",Reported assault incident.,2025-03-25T20:08:18.204913Z,30.7353,76.7789
2236,Drug Possession,"Connaught Place, New Delhi",Reported drug possession incident.,2025-03-29T16:24:18.204921Z,28.6328,77.2197
2237,Fraud,"Connaught Place, New Delhi",Reported fraud incident.,2025-03-23T03:03:41.204933Z,28.6328,77.2197
2238,Assault,"Sector 17, Chandigarh",Reported assault incident.,2025-03-12T14:17:36.204941Z,30.7353,76.7789
2239,Burglary,"Salt Lake, Kolkata, West Bengal",Reported burglary incident.,2025-03-22T14:40:11.204955Z,22.5832,88.4088
2240,Murder,"MI Road, Jaipur, Rajasthan",Reported murder incident.,2025-03-07T12:57:58.204969Z,26.9124,75.7873
2241,Vandalism,"Marine Drive, Mumbai, Maharashtra",Reported vandalism incident.,2025-03-12T03:19:03.204982Z,18.9436,72.8235
2242,Theft,"Gandhi Nagar, Jammu",Reported theft incident.,2025-03-17T21:12:10.204993Z,32.7186,74.8581
2243,Drug Possession,"Gandhi Nagar, Jammu",Reported drug possession incident.,2025-03-12T17:05:55.205002Z,32.7186,74.8581
2244,Burglary,"MG Road, Bengaluru, Karnataka",Reported burglary incident.,2025-03-27T14:04:10.205010Z,12.9716,77.5946
2245,Vandalism,"MI Road, Jaipur, Rajasthan",Reported vandalism incident.,2025-03-22T03:20:04.205018Z,26.9124,75.7873
2246,Murder,"Anna Salai, Chennai, Tamil Nadu",Reported murder incident.,2025-03-08T09:09:18.205032Z,13.063,80.2606
2247,Assault,"Salt Lake, Kolkata, West Bengal",Reported assault incident.,2025-03-03T02:13:32.205048Z,22.5832,88.4088
2248,Assault,"Charminar, Hyderabad, Telangana",Reported assault incident.,2025-03-02T04:47:36.205061Z,17.3616,78.4747
2249,Assault,"Salt Lake, Kolkata, West Bengal",Reported assault incident.,2025-03-26T20:04:21.205069Z,22.5832,88.4088
