State,City,District,Crime Type,Date & Time,Latitude,Longitude,Accused Age,Accused Gender,Prior Convictions,Victim Age,Victim Gender,Victim Relationship,FIR Filed,Case Status
Tamil Nadu,Coimbatore,Coimbatore,Fraud,2021-06-11 03:41:30,11.0168,76.9558,29,Female,5,20,Male,Stranger,No,Ongoing
Tamil Nadu,Chennai,Chennai,Burglary,2022-07-14 21:23:30,13.0827,80.2707,24,Male,3,5,Female,Stranger,No,Solved
Tamil Nadu,Coimbatore,Coimbatore,Theft,2020-10-25 13:32:30,11.0168,76.9558,58,Female,1,79,Female,Friend,No,Ongoing
Maharashtra,Pune,Pune,Murder,2023-11-17 00:02:30,18.5204,73.8567,56,Female,4,72,Female,Family,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Fraud,2021-04-25 04:21:30,13.0827,80.2707,32,Male,4,39,Female,Family,No,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Theft,2020-10-25 13:32:30,11.0168,76.9558,58,Female,1,79,Female,Friend,No,Ongoing
Maharashtra,Pune,Pune,Fraud,2022-11-05 11:29:30,18.5204,73.8567,53,Female,4,14,Male,Family,No,Ongoing
Tamil Nadu,Chennai,Chennai,Burglary,2021-08-05 05:41:30,13.0827,80.2707,37,Female,4,6,Male,Stranger,Yes,Unsolved
Maharashtra,Pune,Pune,Burglary,2023-03-19 23:23:30,18.5204,73.8567,45,Female,0,30,Female,Family,Yes,Ongoing
Maharashtra,Pune,Pune,Theft,2020-11-10 02:53:30,18.5204,73.8567,50,Female,0,62,Female,Stranger,No,Solved
Uttar Pradesh,Agra,Agra,Kidnapping,2021-09-24 02:12:30,27.1767,78.0081,27,Female,4,22,Female,Friend,Yes,Unsolved
Maharashtra,Nagpur,Nagpur,Kidnapping,2024-07-19 15:16:30,21.1458,79.0882,26,Female,5,62,Female,Friend,Yes,Solved
Maharashtra,Thane,Mumbai,Kidnapping,2020-03-09 08:08:30,19.076,72.8777,37,Female,3,52,Female,Stranger,No,Unsolved
Tamil Nadu,Chennai,Chennai,Burglary,2022-07-14 21:23:30,13.0827,80.2707,24,Male,3,5,Female,Stranger,No,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Murder,2024-11-02 11:20:30,26.4499,80.3319,31,Female,0,57,Male,Stranger,Yes,Ongoing
Maharashtra,Nagpur,Nagpur,Murder,2024-02-13 13:46:30,21.1458,79.0882,58,Female,5,8,Female,Stranger,Yes,Solved
Uttar Pradesh,Agra,Agra,Kidnapping,2021-09-24 02:12:30,27.1767,78.0081,27,Female,4,22,Female,Friend,Yes,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Fraud,2022-03-31 09:39:30,11.0168,76.9558,48,Male,5,34,Female,Friend,Yes,Solved
Uttar Pradesh,Varanasi,Varanasi,Murder,2022-05-23 18:17:30,25.3176,82.9739,46,Male,4,43,Female,Colleague,No,Solved
Uttar Pradesh,Agra,Agra,Murder,2020-06-23 08:30:30,27.1767,78.0081,21,Male,2,42,Male,Friend,Yes,Ongoing
Maharashtra,Nagpur,Nagpur,Burglary,2020-04-23 16:56:30,21.1458,79.0882,57,Female,5,18,Male,Neighbor,No,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Theft,2022-02-01 13:33:30,25.3176,82.9739,59,Female,0,54,Female,Colleague,Yes,Solved
Tamil Nadu,Chennai,Chennai,Kidnapping,2021-03-06 07:44:30,13.0827,80.2707,25,Male,5,62,Female,Neighbor,No,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Theft,2020-07-17 23:44:30,11.0168,76.9558,44,Male,3,35,Male,Colleague,Yes,Solved
Maharashtra,Pune,Pune,Theft,2021-04-16 19:06:30,18.5204,73.8567,42,Female,1,11,Male,Neighbor,No,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Murder,2023-11-07 23:47:30,25.3176,82.9739,42,Male,1,46,Female,Neighbor,No,Ongoing
Maharashtra,Vasai,Mumbai,Fraud,2022-04-05 23:40:30,19.076,72.8777,43,Male,5,62,Female,Neighbor,Yes,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Fraud,2022-12-07 09:53:30,26.4499,80.3319,28,Male,4,22,Female,Friend,Yes,Solved
Maharashtra,Mira Bhayandar,Mumbai,Assault,2020-09-21 15:37:30,19.076,72.8777,59,Male,2,42,Male,Colleague,No,Solved
Maharashtra,Nagpur,Nagpur,Fraud,2023-09-17 10:20:30,21.1458,79.0882,26,Male,5,13,Male,Neighbor,No,Solved
Uttar Pradesh,Barabanki,Lucknow,Assault,2020-05-10 15:03:30,26.8467,80.9462,48,Male,3,47,Male,Colleague,Yes,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Theft,2023-11-19 23:52:30,25.3176,82.9739,38,Female,0,72,Female,Friend,No,Solved
Maharashtra,Thane,Mumbai,Theft,2021-11-12 02:40:30,19.076,72.8777,41,Female,5,42,Female,Friend,No,Solved
Uttar Pradesh,Mohanlalganj,Lucknow,Burglary,2025-01-30 15:35:30,26.8467,80.9462,48,Male,2,42,Female,Colleague,Yes,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Kidnapping,2022-01-11 10:02:30,26.4499,80.3319,48,Female,1,41,Female,Friend,Yes,Solved
Uttar Pradesh,Agra,Agra,Burglary,2023-08-01 03:44:30,27.1767,78.0081,41,Male,1,54,Male,Colleague,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Burglary,2024-10-14 00:28:30,11.0168,76.9558,39,Male,0,46,Male,Stranger,No,Unsolved
Uttar Pradesh,Agra,Agra,Kidnapping,2021-01-31 18:16:30,27.1767,78.0081,49,Male,4,55,Female,Family,No,Unsolved
Uttar Pradesh,Barabanki,Lucknow,Assault,2020-05-10 15:03:30,26.8467,80.9462,48,Male,3,47,Male,Colleague,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Burglary,2021-04-27 02:10:30,13.0827,80.2707,56,Male,2,13,Male,Colleague,Yes,Solved
Uttar Pradesh,Mohanlalganj,Lucknow,Murder,2020-10-05 21:26:30,26.8467,80.9462,32,Female,3,66,Male,Neighbor,No,Solved
Maharashtra,Pune,Pune,Burglary,2023-10-01 22:35:30,18.5204,73.8567,52,Male,4,37,Male,Colleague,No,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Fraud,2022-11-27 18:33:30,25.3176,82.9739,39,Male,5,22,Female,Neighbor,No,Solved
Uttar Pradesh,Agra,Agra,Kidnapping,2025-01-07 10:26:30,27.1767,78.0081,26,Male,3,62,Female,Colleague,No,Unsolved
Tamil Nadu,Chennai,Chennai,Assault,2021-07-13 00:36:30,13.0827,80.2707,21,Female,2,57,Female,Family,Yes,Ongoing
Maharashtra,Dombivli,Mumbai,Assault,2023-12-10 02:35:30,19.076,72.8777,47,Female,4,30,Male,Neighbor,Yes,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Assault,2021-03-25 00:02:30,25.3176,82.9739,19,Female,3,36,Male,Family,No,Solved
Tamil Nadu,Coimbatore,Coimbatore,Kidnapping,2021-04-24 10:40:30,11.0168,76.9558,57,Female,3,64,Female,Family,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Kidnapping,2025-01-05 15:49:30,11.0168,76.9558,50,Male,5,41,Male,Stranger,No,Ongoing
Uttar Pradesh,Bakshi Ka Talab,Lucknow,Fraud,2023-04-14 19:34:30,26.8467,80.9462,26,Male,4,29,Male,Stranger,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Kidnapping,2024-04-16 03:22:30,11.0168,76.9558,22,Male,1,28,Female,Friend,No,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Kidnapping,2020-06-05 02:33:30,25.3176,82.9739,22,Male,0,60,Female,Neighbor,No,Solved
Uttar Pradesh,Varanasi,Varanasi,Fraud,2023-06-09 19:26:30,25.3176,82.9739,32,Female,5,53,Female,Friend,No,Unsolved
Maharashtra,Nagpur,Nagpur,Burglary,2020-08-13 03:58:30,21.1458,79.0882,30,Male,5,48,Female,Neighbor,Yes,Ongoing
Uttar Pradesh,Agra,Agra,Theft,2024-01-18 11:25:30,27.1767,78.0081,43,Male,0,54,Male,Neighbor,No,Solved
Maharashtra,Thane,Thane,Burglary,2024-05-31 02:31:30,19.2183,72.9781,44,Female,5,61,Male,Colleague,No,Solved
Tamil Nadu,Coimbatore,Coimbatore,Theft,2020-07-17 23:44:30,11.0168,76.9558,44,Male,3,35,Male,Colleague,Yes,Solved
Maharashtra,Nagpur,Nagpur,Murder,2024-02-13 13:46:30,21.1458,79.0882,58,Female,5,8,Female,Stranger,Yes,Solved
Uttar Pradesh,Varanasi,Varanasi,Fraud,2021-10-24 13:08:30,25.3176,82.9739,59,Female,4,67,Male,Family,No,Solved
Tamil Nadu,Chennai,Chennai,Theft,2022-01-09 12:45:30,13.0827,80.2707,19,Female,1,70,Female,Neighbor,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Burglary,2023-03-26 17:02:30,11.0168,76.9558,32,Female,4,69,Female,Family,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Murder,2021-04-10 03:07:30,11.0168,76.9558,33,Female,5,22,Female,Stranger,No,Solved
Uttar Pradesh,Agra,Agra,Theft,2024-05-16 02:17:30,27.1767,78.0081,30,Female,0,17,Female,Stranger,No,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Burglary,2023-01-13 01:50:30,26.4499,80.3319,46,Male,2,17,Female,Stranger,No,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Kidnapping,2023-11-13 21:26:30,11.0168,76.9558,35,Female,2,17,Female,Family,Yes,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Murder,2024-06-19 03:42:30,25.3176,82.9739,55,Female,5,55,Female,Family,No,Unsolved
Maharashtra,Kalyan,Mumbai,Kidnapping,2024-02-26 13:29:30,19.076,72.8777,25,Female,3,14,Male,Family,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Assault,2020-03-27 16:42:30,11.0168,76.9558,45,Female,4,5,Female,Neighbor,No,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Theft,2023-11-19 23:52:30,25.3176,82.9739,38,Female,0,72,Female,Friend,No,Solved
Tamil Nadu,Chennai,Chennai,Kidnapping,2023-09-25 02:39:30,13.0827,80.2707,53,Female,1,12,Male,Family,No,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Fraud,2022-09-23 19:15:30,26.4499,80.3319,59,Male,1,52,Male,Colleague,No,Solved
Maharashtra,Thane,Thane,Assault,2020-11-08 02:53:30,19.2183,72.9781,56,Female,0,17,Male,Stranger,No,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Kidnapping,2023-04-05 23:19:30,26.4499,80.3319,30,Male,2,65,Male,Stranger,No,Ongoing
Maharashtra,Pune,Pune,Burglary,2022-11-10 05:33:30,18.5204,73.8567,31,Male,0,22,Female,Colleague,No,Ongoing
Maharashtra,Nagpur,Nagpur,Murder,2021-11-01 22:30:30,21.1458,79.0882,30,Male,1,24,Female,Neighbor,No,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,2023-10-24 20:05:30,26.4499,80.3319,23,Male,1,60,Male,Stranger,No,Ongoing
Maharashtra,Navi Mumbai,Mumbai,Kidnapping,2022-08-27 09:43:30,19.076,72.8777,37,Male,1,6,Male,Colleague,No,Unsolved
Maharashtra,Pune,Pune,Theft,2023-07-14 20:03:30,18.5204,73.8567,39,Male,5,43,Female,Friend,No,Ongoing
Maharashtra,Bhiwandi,Mumbai,Fraud,2021-03-12 03:28:30,19.076,72.8777,53,Female,1,55,Female,Neighbor,Yes,Unsolved
Uttar Pradesh,Varanasi,Varanasi,Theft,2023-11-19 23:52:30,25.3176,82.9739,38,Female,0,72,Female,Friend,No,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Fraud,2022-12-07 09:53:30,26.4499,80.3319,28,Male,4,22,Female,Friend,Yes,Solved
Maharashtra,Thane,Thane,Fraud,2023-11-22 09:49:30,19.2183,72.9781,21,Female,4,30,Female,Family,Yes,Unsolved
Tamil Nadu,Chennai,Chennai,Kidnapping,2020-05-08 16:40:30,13.0827,80.2707,42,Male,2,73,Female,Neighbor,No,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Burglary,2021-12-20 02:12:30,26.4499,80.3319,53,Male,3,10,Male,Friend,No,Solved
Tamil Nadu,Coimbatore,Coimbatore,Burglary,2023-03-26 17:02:30,11.0168,76.9558,32,Female,4,69,Female,Family,Yes,Ongoing
Maharashtra,Pune,Pune,Murder,2023-06-12 01:25:30,18.5204,73.8567,29,Female,3,72,Male,Neighbor,Yes,Unsolved
Maharashtra,Thane,Thane,Theft,2023-06-16 15:44:30,19.2183,72.9781,53,Female,1,66,Male,Stranger,No,Ongoing
Uttar Pradesh,Agra,Agra,Assault,2021-07-30 01:50:30,27.1767,78.0081,27,Male,3,16,Male,Neighbor,No,Ongoing
Tamil Nadu,Chennai,Chennai,Fraud,2021-11-27 15:07:30,13.0827,80.2707,56,Female,4,18,Female,Stranger,Yes,Unsolved
Uttar Pradesh,Mohanlalganj,Lucknow,Murder,2020-10-05 21:26:30,26.8467,80.9462,32,Female,3,66,Male,Neighbor,No,Solved
Tamil Nadu,Coimbatore,Coimbatore,Fraud,2022-03-31 09:39:30,11.0168,76.9558,48,Male,5,34,Female,Friend,Yes,Solved
Maharashtra,Kalyan,Mumbai,Kidnapping,2024-02-26 13:29:30,19.076,72.8777,25,Female,3,14,Male,Family,Yes,Ongoing
Maharashtra,Bhiwandi,Mumbai,Fraud,2021-03-12 03:28:30,19.076,72.8777,53,Female,1,55,Female,Neighbor,Yes,Unsolved
Tamil Nadu,Chennai,Chennai,Theft,2023-04-17 10:20:30,13.0827,80.2707,58,Female,4,31,Male,Stranger,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Kidnapping,2021-06-25 09:10:30,11.0168,76.9558,46,Male,0,66,Female,Family,No,Solved
Maharashtra,Pune,Pune,Assault,2020-11-24 06:42:30,18.5204,73.8567,56,Male,2,36,Female,Colleague,Yes,Unsolved
Maharashtra,Pune,Pune,Burglary,2024-08-24 04:18:30,18.5204,73.8567,32,Female,0,37,Female,Friend,Yes,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Fraud,2022-12-25 05:37:30,25.3176,82.9739,35,Male,4,50,Male,Colleague,No,Unsolved
Uttar Pradesh,Agra,Agra,Burglary,2023-08-01 03:44:30,27.1767,78.0081,41,Male,1,54,Male,Colleague,Yes,Ongoing
Uttar Pradesh,Agra,Agra,Burglary,2021-06-03 03:12:30,27.1767,78.0081,22,Male,5,39,Female,Friend,No,Solved
Maharashtra,Vasai,Mumbai,Fraud,2022-04-05 23:40:30,19.076,72.8777,43,Male,5,62,Female,Neighbor,Yes,Solved
Maharashtra,Nagpur,Nagpur,Kidnapping,2021-02-20 17:36:30,21.1458,79.0882,51,Male,2,77,Male,Neighbor,Yes,Ongoing
Uttar Pradesh,Barabanki,Lucknow,Assault,2020-05-10 15:03:30,26.8467,80.9462,48,Male,3,47,Male,Colleague,Yes,Ongoing
Uttar Pradesh,Kanpur,Kanpur Nagar,Fraud,2022-06-25 20:34:30,26.4499,80.3319,41,Female,5,51,Female,Neighbor,No,Unsolved
Uttar Pradesh,Agra,Agra,Kidnapping,2021-09-24 02:12:30,27.1767,78.0081,27,Female,4,22,Female,Friend,Yes,Unsolved
Uttar Pradesh,Gosainganj,Lucknow,Kidnapping,2021-06-20 22:31:30,26.8467,80.9462,47,Male,2,51,Female,Friend,Yes,Ongoing
Maharashtra,Pune,Pune,Theft,2021-04-16 19:06:30,18.5204,73.8567,42,Female,1,11,Male,Neighbor,No,Ongoing
Maharashtra,Nagpur,Nagpur,Fraud,2023-10-27 11:54:30,21.1458,79.0882,43,Female,5,29,Male,Stranger,Yes,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Burglary,2021-04-20 02:54:30,25.3176,82.9739,18,Male,3,32,Female,Stranger,Yes,Ongoing
Uttar Pradesh,Agra,Agra,Assault,2020-09-23 15:35:30,27.1767,78.0081,31,Female,0,77,Female,Friend,Yes,Ongoing
Maharashtra,Pune,Pune,Fraud,2022-09-18 17:49:30,18.5204,73.8567,60,Male,5,5,Male,Family,No,Ongoing
Tamil Nadu,Chennai,Chennai,Fraud,2021-07-25 22:38:30,13.0827,80.2707,55,Male,2,16,Female,Neighbor,Yes,Solved
Maharashtra,Pune,Pune,Fraud,2022-04-03 22:31:30,18.5204,73.8567,31,Male,3,55,Female,Stranger,No,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Murder,2024-12-08 23:15:30,25.3176,82.9739,38,Female,4,68,Female,Friend,No,Unsolved
Maharashtra,Nagpur,Nagpur,Fraud,2021-12-29 09:02:30,21.1458,79.0882,25,Male,1,53,Male,Family,No,Ongoing
Maharashtra,Nagpur,Nagpur,Theft,2023-08-31 06:50:30,21.1458,79.0882,35,Female,0,22,Male,Neighbor,No,Unsolved
Maharashtra,Thane,Mumbai,Fraud,2023-03-21 23:05:30,19.076,72.8777,51,Male,5,31,Male,Stranger,Yes,Ongoing
Maharashtra,Nagpur,Nagpur,Kidnapping,2023-09-19 05:34:30,21.1458,79.0882,59,Female,1,30,Male,Family,Yes,Unsolved
Tamil Nadu,Coimbatore,Coimbatore,Fraud,2021-06-11 03:41:30,11.0168,76.9558,29,Female,5,20,Male,Stranger,No,Ongoing
Maharashtra,Pune,Pune,Kidnapping,2020-07-23 21:44:30,18.5204,73.8567,25,Female,1,20,Male,Neighbor,Yes,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Kidnapping,2023-04-05 23:19:30,26.4499,80.3319,30,Male,2,65,Male,Stranger,No,Ongoing
Maharashtra,Navi Mumbai,Mumbai,Burglary,2022-07-28 11:15:30,19.076,72.8777,34,Male,2,44,Male,Family,Yes,Solved
Uttar Pradesh,Agra,Agra,Kidnapping,2025-01-07 10:26:30,27.1767,78.0081,26,Male,3,62,Female,Colleague,No,Unsolved
Maharashtra,Pune,Pune,Burglary,2022-05-08 10:56:30,18.5204,73.8567,50,Male,2,23,Female,Colleague,No,Ongoing
Uttar Pradesh,Kanpur,Kanpur Nagar,Assault,2024-10-12 19:07:30,26.4499,80.3319,49,Female,0,80,Female,Friend,Yes,Ongoing
Maharashtra,Pune,Pune,Kidnapping,2024-12-09 05:52:30,18.5204,73.8567,32,Female,2,56,Female,Stranger,No,Ongoing
Tamil Nadu,Chennai,Chennai,Burglary,2021-08-05 05:41:30,13.0827,80.2707,37,Female,4,6,Male,Stranger,Yes,Unsolved
Maharashtra,Pune,Pune,Burglary,2022-03-24 22:50:30,18.5204,73.8567,45,Female,5,48,Male,Friend,No,Solved
Maharashtra,Nagpur,Nagpur,Kidnapping,2023-12-17 16:14:30,21.1458,79.0882,37,Male,4,20,Female,Colleague,No,Unsolved
Uttar Pradesh,Barabanki,Lucknow,Murder,2023-03-29 11:58:30,26.8467,80.9462,57,Male,5,7,Male,Friend,No,Ongoing
Uttar Pradesh,Chinhat,Lucknow,Kidnapping,2021-10-18 11:50:30,26.8467,80.9462,59,Female,3,64,Female,Colleague,No,Solved
Tamil Nadu,Coimbatore,Coimbatore,Burglary,2021-02-21 14:14:30,11.0168,76.9558,40,Male,0,11,Female,Friend,No,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Assault,2023-10-30 16:47:30,11.0168,76.9558,23,Male,3,61,Male,Neighbor,No,Solved
Uttar Pradesh,Agra,Agra,Burglary,2023-04-22 05:37:30,27.1767,78.0081,54,Male,1,24,Male,Stranger,Yes,Ongoing
Maharashtra,Dombivli,Mumbai,Burglary,2023-03-31 17:35:30,19.076,72.8777,48,Female,1,54,Female,Stranger,No,Solved
Tamil Nadu,Chennai,Chennai,Burglary,2021-04-27 02:10:30,13.0827,80.2707,56,Male,2,13,Male,Colleague,Yes,Solved
Uttar Pradesh,Agra,Agra,Fraud,2022-11-08 00:25:30,27.1767,78.0081,38,Female,0,6,Female,Friend,Yes,Solved
Uttar Pradesh,Malihabad,Lucknow,Murder,2021-06-15 18:36:30,26.8467,80.9462,24,Male,0,9,Female,Family,No,Ongoing
Uttar Pradesh,Kanpur,Kanpur Nagar,Theft,2020-03-07 18:44:30,26.4499,80.3319,28,Female,5,19,Male,Family,No,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Theft,2022-09-15 10:38:30,26.4499,80.3319,35,Female,1,64,Female,Family,No,Ongoing
Maharashtra,Nagpur,Nagpur,Burglary,2023-07-11 07:09:30,21.1458,79.0882,50,Male,3,22,Female,Neighbor,Yes,Unsolved
Tamil Nadu,Chennai,Chennai,Kidnapping,2023-02-06 18:10:30,13.0827,80.2707,60,Male,5,64,Female,Family,Yes,Unsolved
Maharashtra,Pune,Pune,Kidnapping,2020-07-23 21:44:30,18.5204,73.8567,25,Female,1,20,Male,Neighbor,Yes,Unsolved
Maharashtra,Nagpur,Nagpur,Fraud,2024-01-17 20:03:30,21.1458,79.0882,35,Male,1,67,Female,Family,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Burglary,2022-01-29 20:55:30,13.0827,80.2707,35,Male,1,22,Male,Colleague,Yes,Ongoing
Tamil Nadu,Coimbatore,Coimbatore,Burglary,2023-03-26 17:02:30,11.0168,76.9558,32,Female,4,69,Female,Family,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Theft,2020-03-11 11:36:30,13.0827,80.2707,32,Male,2,17,Male,Family,Yes,Ongoing
Maharashtra,Nagpur,Nagpur,Murder,2021-08-11 19:09:30,21.1458,79.0882,18,Male,3,36,Male,Family,No,Ongoing
Tamil Nadu,Chennai,Chennai,Murder,2023-01-27 06:28:30,13.0827,80.2707,20,Male,2,5,Female,Friend,No,Ongoing
Maharashtra,Mira Bhayandar,Mumbai,Assault,2020-09-21 15:37:30,19.076,72.8777,59,Male,2,42,Male,Colleague,No,Solved
Tamil Nadu,Chennai,Chennai,Fraud,2020-09-24 13:49:30,13.0827,80.2707,27,Female,0,70,Female,Stranger,No,Ongoing
Uttar Pradesh,Gosainganj,Lucknow,Assault,2021-07-18 10:08:30,26.8467,80.9462,26,Female,1,19,Male,Neighbor,Yes,Solved
Maharashtra,Nagpur,Nagpur,Fraud,2023-09-17 10:20:30,21.1458,79.0882,26,Male,5,13,Male,Neighbor,No,Solved
Uttar Pradesh,Agra,Agra,Burglary,2021-06-03 03:12:30,27.1767,78.0081,22,Male,5,39,Female,Friend,No,Solved
Tamil Nadu,Coimbatore,Coimbatore,Burglary,2021-05-06 18:58:30,11.0168,76.9558,40,Female,1,47,Female,Neighbor,No,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Theft,2022-01-25 08:56:30,25.3176,82.9739,50,Male,5,79,Male,Colleague,Yes,Unsolved
Maharashtra,Vasai,Mumbai,Burglary,2024-09-14 18:58:30,19.076,72.8777,35,Male,1,79,Male,Colleague,No,Unsolved
Maharashtra,Dombivli,Mumbai,Fraud,2020-08-04 10:38:30,19.076,72.8777,36,Male,3,51,Female,Colleague,Yes,Ongoing
Uttar Pradesh,Agra,Agra,Kidnapping,2021-01-31 18:16:30,27.1767,78.0081,49,Male,4,55,Female,Family,No,Unsolved
Maharashtra,Bhiwandi,Mumbai,Fraud,2021-03-12 03:28:30,19.076,72.8777,53,Female,1,55,Female,Neighbor,Yes,Unsolved
Maharashtra,Bhiwandi,Mumbai,Theft,2024-04-19 09:15:30,19.076,72.8777,51,Female,2,26,Male,Colleague,Yes,Solved
Maharashtra,Pune,Pune,Kidnapping,2022-05-27 00:48:30,18.5204,73.8567,47,Male,2,48,Female,Neighbor,No,Ongoing
Maharashtra,Thane,Thane,Murder,2021-07-07 03:27:30,19.2183,72.9781,37,Female,1,17,Male,Colleague,No,Solved
Uttar Pradesh,Varanasi,Varanasi,Murder,2023-01-06 18:19:30,25.3176,82.9739,30,Male,0,24,Male,Colleague,No,Unsolved
Tamil Nadu,Chennai,Chennai,Assault,2021-08-08 06:04:30,13.0827,80.2707,53,Male,4,64,Female,Neighbor,Yes,Unsolved
Maharashtra,Pune,Pune,Murder,2024-11-11 21:05:30,18.5204,73.8567,33,Male,3,76,Male,Family,Yes,Solved
Tamil Nadu,Chennai,Chennai,Assault,2021-06-05 03:27:30,13.0827,80.2707,41,Male,5,21,Female,Neighbor,Yes,Ongoing
Maharashtra,Pune,Pune,Assault,2024-01-09 02:22:30,18.5204,73.8567,57,Male,5,66,Male,Stranger,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Kidnapping,2023-02-06 18:10:30,13.0827,80.2707,60,Male,5,64,Female,Family,Yes,Unsolved
Maharashtra,Kalyan,Mumbai,Assault,2024-03-19 18:49:30,19.076,72.8777,34,Male,5,78,Male,Friend,No,Unsolved
Maharashtra,Kalyan,Mumbai,Kidnapping,2024-02-26 13:29:30,19.076,72.8777,25,Female,3,14,Male,Family,Yes,Ongoing
Uttar Pradesh,Kanpur,Kanpur Nagar,Burglary,2022-07-14 04:59:30,26.4499,80.3319,45,Female,3,22,Male,Neighbor,No,Solved
Tamil Nadu,Chennai,Chennai,Kidnapping,2021-05-04 08:34:30,13.0827,80.2707,48,Male,0,65,Female,Colleague,Yes,Solved
Maharashtra,Nagpur,Nagpur,Fraud,2021-05-10 23:08:30,21.1458,79.0882,24,Female,0,44,Female,Friend,Yes,Ongoing
Maharashtra,Nagpur,Nagpur,Fraud,2021-12-12 00:00:30,21.1458,79.0882,29,Female,3,21,Male,Stranger,Yes,Ongoing
Maharashtra,Kalyan,Mumbai,Kidnapping,2021-01-18 00:34:30,19.076,72.8777,58,Female,4,39,Male,Friend,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Assault,2023-05-09 19:20:30,13.0827,80.2707,34,Male,3,42,Female,Colleague,Yes,Ongoing
Uttar Pradesh,Kanpur,Kanpur Nagar,Theft,2022-09-15 10:38:30,26.4499,80.3319,35,Female,1,64,Female,Family,No,Ongoing
Tamil Nadu,Chennai,Chennai,Burglary,2024-08-28 15:35:30,13.0827,80.2707,54,Female,0,65,Female,Friend,Yes,Unsolved
Uttar Pradesh,Kanpur,Kanpur Nagar,Theft,2022-09-15 10:38:30,26.4499,80.3319,35,Female,1,64,Female,Family,No,Ongoing
Maharashtra,Navi Mumbai,Mumbai,Assault,2020-10-06 22:53:30,19.076,72.8777,18,Female,1,46,Male,Family,Yes,Solved
Maharashtra,Vasai,Mumbai,Fraud,2022-04-05 23:40:30,19.076,72.8777,43,Male,5,62,Female,Neighbor,Yes,Solved
Maharashtra,Nagpur,Nagpur,Kidnapping,2023-11-29 09:48:30,21.1458,79.0882,32,Male,3,76,Male,Neighbor,No,Ongoing
Uttar Pradesh,Varanasi,Varanasi,Assault,2021-01-20 01:40:30,25.3176,82.9739,49,Male,0,40,Female,Colleague,Yes,Ongoing
Uttar Pradesh,Agra,Agra,Kidnapping,2021-01-31 18:16:30,27.1767,78.0081,49,Male,4,55,Female,Family,No,Unsolved
Maharashtra,Nagpur,Nagpur,Theft,2023-08-31 06:50:30,21.1458,79.0882,35,Female,0,22,Male,Neighbor,No,Unsolved
Maharashtra,Pune,Pune,Kidnapping,2020-07-03 22:59:30,18.5204,73.8567,58,Female,5,27,Female,Colleague,Yes,Ongoing
Tamil Nadu,Chennai,Chennai,Fraud,2021-07-25 22:38:30,13.0827,80.2707,55,Male,2,16,Female,Neighbor,Yes,Solved
Uttar Pradesh,Kanpur,Kanpur Nagar,Theft,2020-03-07 18:44:30,26.4499,80.3319,28,Female,5,19,Male,Family,No,Solved
Uttar Pradesh,Barabanki,Lucknow,Murder,2023-03-29 11:58:30,26.8467,80.9462,57,Male,5,7,Male,Friend,No,Ongoing
